ResponseID,StartDate,EndDate,age,gender,education,status,state,municipality,purchase_date,quality,bad_quantity,bad_value,good_quantity,good_value,relationship,experience,frequency,average_amount
R_3D7oys6E40SrWE6,01/07/19 21:01,01/07/19 21:02,37,Men,,,,,,,,,,,,,,
R_3D7qihIsM5qT69Z,21/03/19 19:26,21/03/19 19:29,18,Women,High school,Upper middle class,Ciudad de México,Tlalpan 09012,,Good,,,5.0,100.0,Friend,15.0,7.0,5.0
R_3D7uvf9EKtFQSru,20/02/19 00:28,20/02/19 00:30,18,Women,Bachelor,Upper class,Ciudad de México,Cuajimalpa de Morelos 09004,10jan2019,Good,,,2.0,300.0,Stranger,15.0,30.0,3.0
R_3D8e3VCLCoCmRnN,28/03/19 00:55,28/03/19 01:01,26,Men,High school,Middle class,Zacatecas,Jalpa 32019,25-mar-19,Good,,,5.0,120.0,Acquaintance,19.0,7.0,5.1
R_3DbGZf5HzXy9sYb,21/03/19 20:08,21/03/19 20:10,34,Men,Graduate,Lower middle class,Jalisco,Zapopan 14120,11-mar-19,Bad,10.0,30.0,,,Stranger,17.0,30.0,10.0
R_3DbZ5A4YKLz77hi,19/02/19 20:19,19/02/19 20:21,20,Men,High school,Upper middle class,Ciudad de México,Álvaro Obregón 09010,01-feb-19,Good,,,3.5,500.0,Stranger,16.0,15.0,
R_3DbaHxmMeOxZir5,11/09/19 15:48,11/09/19 15:52,31,Men,Bachelor,Middle class,Chihuahua,Hidalgo del Parral 08032,02-sep-19,Good,,,50.0,100.0,Stranger,20.0,7.0,80.0
R_3DbyDx3Qtv9TSsk,28/06/19 16:20,28/06/19 16:21,47,Men,High school,Middle class,Ciudad de México,Cuauhtémoc 09015,28-jun-19,Good,,,350.0,1000.0,Acquaintance,22.0,20.0,250.0
R_3DcZWm4MT365wkC,19/02/19 18:07,19/02/19 18:08,26,Other,Bachelor,Middle class,,,,,,,,,,,,
R_3Dd2HRS2XEjM3BE,22/03/19 01:38,22/03/19 01:40,23,Women,High school,Middle class,Veracruz,Poza Rica de Hidalgo 30131,20-mar-19,Good,,,4.0,200.0,Acquaintance,19.0,30.0,2.0
R_3DeDbXFASpqaaAz,22/03/19 13:00,22/03/19 13:07,33,Men,Bachelor,Middle class,Colima,Villa de Álvarez 06010,15-mar-19,Good,,,250.0,500.0,Friend,15.0,15.0,250.0
R_3DhyvtkesmBN1GV,01/07/19 21:39,01/07/19 21:43,19,Women,Bachelor,Upper middle class,Ciudad de México,Miguel Hidalgo 09016,,Good,,,18.0,200.0,Acquaintance,16.0,30.0,10.0
R_3DkCngn6AiCEt1V,10/07/19 16:34,13/07/19 21:30,32,Women,Bachelor,Middle class,Ciudad de México,Benito Juárez 09014,13-jul-19,,,,,,,,,
R_3DkaNtP5GWPaEZs,29/08/19 14:26,29/08/19 14:29,28,Men,Graduate,Middle class,Ciudad de México,Benito Juárez 09014,19aug2019,Good,,,4.0,200.0,Friend,19.0,30.0,5.0
R_3DknZIIWJO9Akm2,02/07/19 06:12,02/07/19 06:18,31,Men,Bachelor,Upper middle class,Michoacán,Pátzcuaro 16066,01-jun-19,Good,,,100.0,200.0,Acquaintance,15.0,60.0,100.0
R_3DpB7xRPDZNxAFW,19/02/19 15:09,19/02/19 15:15,28,Women,Bachelor,Middle class,Aguascalientes,Aguascalientes 01001,08-feb-19,Good,,,125.0,1200.0,Friend,15.0,15.0,125.0
R_3DpZZEiQNNNscPP,19/02/19 16:38,19/02/19 16:40,38,Men,High school,Middle class,Ciudad de México,Cuauhtémoc 09015,02jan2019,Bad,30.0,300.0,,,Acquaintance,19.0,30.0,30.0
R_3DqNGzjLhmG7z0h,27/02/19 14:03,27/02/19 14:05,19,Men,High school,Upper middle class,Querétaro,Querétaro 22014,11-feb-19,Good,,,3.0,500.0,Stranger,16.0,20.0,3.0
R_3DtNOBlLjej7idM,22/03/19 21:21,22/03/19 21:24,25,Women,Bachelor,Lower middle class,Guanajuato,Guanajuato 11015,08-mar-19,Good,,,14.0,300.0,Acquaintance,20.0,60.0,28.0
R_3DuNu9MjN6dY0Bv,20/02/19 10:09,20/02/19 10:13,20,Men,High school,Middle class,Ciudad de México,Gustavo A. Madero 09005,19-feb-19,Good,,,12.0,50.0,Stranger,17.0,4.0,13.0
R_3Dur3P1qmEq0UpN,17/03/19 13:38,17/03/19 13:44,18,Men,High school,Upper middle class,México,Atizapán de Zaragoza 15013,24jan2019,Bad,3.0,80.0,,,Stranger,16.0,30.0,5.0
R_3DvzpUubcepMQZf,14/05/19 08:08,14/05/19 08:17,19,Men,High school,Lower middle class,,,,,,,,,,,,
R_3EG1ZIKEHPkgycq,21/02/19 01:45,21/02/19 01:50,35,Men,High school,Middle class,Ciudad de México,Benito Juárez 09014,20-feb-19,Good,,,1.0,200.0,Acquaintance,19.0,1.0,12.0
R_3EG3aWYtb9cvdqG,23/02/19 03:56,23/02/19 04:00,22,Men,Bachelor,Middle class,Baja California,Mexicali 02002,22-feb-19,Bad,5.0,50.0,,,Acquaintance,15.0,60.0,5.0
R_3EG9ju90rEigqhU,01/07/19 19:52,01/07/19 19:53,26,Other,,,,,,,,,,,,,,
R_3EGMldWp1XCxVMo,30/08/19 18:46,30/08/19 19:05,29,Men,High school,Middle class,Jalisco,Ixtlahuacán de los Membrillos 14044,24aug2019,Good,,,80.0,200.0,Stranger,18.0,20.0,10.0
R_3EGQZoeZ60JdJZa,20/02/19 07:45,20/02/19 07:46,6,,,,,,,,,,,,,,,
R_3EGXe2TLMqX7tBl,28/06/19 02:34,28/06/19 02:35,29,Men,Bachelor,Middle class,,,,,,,,,,,,
R_3EGYRAKyyE92VkE,22/03/19 22:37,22/03/19 22:40,29,Women,Bachelor,Middle class,Ciudad de México,Benito Juárez 09014,20-mar-19,Good,,,18.0,300.0,Acquaintance,13.0,20.0,15.0
R_3EMSlGZmDHm0TUr,02/07/19 16:13,02/07/19 16:17,25,Women,High school,Middle class,Ciudad de México,Miguel Hidalgo 09016,,Good,,,8.0,250.0,Stranger,17.0,15.0,10.0
R_3EMV2kmTsZ33nte,28/06/19 22:19,28/06/19 22:22,19,Women,High school,Middle class,Baja California,Tecate 02003,01-jun-19,Good,,,1.0,100.0,Stranger,16.0,90.0,3.0
R_3ENdXgSHJBsahWJ,28/06/19 20:36,28/06/19 20:38,21,Men,High school,Middle class,Chiapas,Tuxtla Gutiérrez 07101,27-jun-19,Good,,,5.0,370.0,Acquaintance,18.0,15.0,4.0
R_3EQnhSZTKH7ysZh,22/03/19 22:01,22/03/19 22:05,30,Men,Graduate,Upper middle class,Ciudad de México,Tlalpan 09012,01-mar-19,Good,,,14.0,750.0,Stranger,18.0,60.0,14.0
R_3ERJHouaJWUCJzZ,01/07/19 21:35,01/07/19 21:43,28,Men,Bachelor,Middle class,Puebla,Puebla 21114,27-jun-19,Good,,,45.0,150.0,Acquaintance,18.0,7.0,30.0
R_3ERVkId69wlvCbz,23/03/19 21:13,23/03/19 21:22,26,Men,High school,Lower middle class,Baja California,Mexicali 02002,07-mar-19,Good,,,1.0,150.0,Acquaintance,18.0,7.0,1.0
R_3ESZ4ITLfHjxLJh,28/06/19 20:54,28/06/19 20:59,20,Men,High school,Lower middle class,Ciudad de México,Iztapalapa 09007,15-jun-19,Good,,,7.0,50.0,Stranger,15.0,15.0,10.0
R_3ESghVVotDHN1mS,22/03/19 14:24,22/03/19 14:27,19,Men,High school,Lower middle class,Ciudad de México,Iztapalapa 09007,16-mar-19,Good,,,20.0,300.0,Friend,13.0,15.0,20.0
R_3EWRxkr8443yTjg,01/07/19 22:31,01/07/19 22:35,18,Men,Bachelor,Middle class,México,Toluca 15106,12-jun-19,Bad,15.0,100.0,,,Acquaintance,16.0,20.0,15.0
R_3EWrejKkcqtA65m,23/03/19 14:08,23/03/19 14:13,24,Men,Bachelor,Upper middle class,Ciudad de México,Álvaro Obregón 09010,01-mar-19,Bad,28.0,350.0,,,Acquaintance,15.0,1.0,28.0
R_3EYJlBpH9hAX8s5,02/04/19 18:10,02/04/19 18:15,23,Men,High school,Middle class,Chihuahua,Chihuahua 08019,01apr2019,Good,,,200.0,100.0,Stranger,18.0,3.0,200.0
R_3EYZxUqM3R3NkXj,02/09/19 16:33,02/09/19 16:36,23,Men,Bachelor,Middle class,Nuevo León,Apodaca 19006,31aug2019,Good,,,8.0,400.0,Acquaintance,20.0,15.0,4.0
R_3EYbPHSOVqlcdYv,22/02/19 18:18,22/02/19 18:24,23,Men,High school,Lower class,Veracruz,Xalapa 30087,18-feb-19,Bad,5.0,50.0,,,Stranger,17.0,7.0,10.0
R_3Ea1v9uFAJ1iDuN,05/03/19 20:56,05/03/19 21:01,22,Women,High school,Upper middle class,Nuevo León,Monterrey 19039,02-mar-19,Good,,,13.0,500.0,Stranger,19.0,7.0,28.0
R_3EaNKpFcrQb6oF8,21/03/19 18:48,21/03/19 18:52,22,Men,High school,Lower middle class,México,Nezahualcóyotl 15058,20-mar-19,Bad,1.0,10.0,,,Stranger,16.0,100.0,1.0
R_3EajVtbL5uWxy9H,04/07/19 13:43,04/07/19 13:47,31,Men,High school,Middle class,Quintana Roo,Benito Juárez 23005,20-jun-19,Good,,,16.0,500.0,Friend,20.0,15.0,18.0
R_3EbvwUO2IUYiioN,27/03/19 20:05,27/03/19 20:07,22,Men,High school,Middle class,Colima,Colima 06002,,Good,,,10.0,100.0,Friend,16.0,7.0,50.0
R_3EcbQr2aCLwMELt,19/02/19 19:21,19/02/19 19:58,27,Men,Bachelor,Middle class,Ciudad de México,Álvaro Obregón 09010,14-feb-19,Good,,,10.0,600.0,Friend,17.0,15.0,10.0
R_3EhZpArOxHYqlcX,20/02/19 20:55,20/02/19 20:57,25,Men,Bachelor,Middle class,Jalisco,Chapala 14030,12-feb-19,Good,,,28.0,1500.0,Friend,18.0,45.0,28.0
R_3EiOGHTtL8WarBA,01/07/19 20:39,01/07/19 20:42,37,Men,Bachelor,Middle class,Ciudad de México,Benito Juárez 09014,25-jun-19,Good,,,26.0,300.0,Stranger,18.0,15.0,26.0
R_3Ej9vargXPyvs4p,30/08/19 16:26,30/08/19 16:29,23,Men,High school,Middle class,Chihuahua,Urique 08065,04aug2019,Good,,,500.0,200.0,Acquaintance,20.0,30.0,400.0
R_3EmPI15WweZ0STT,01/07/19 23:05,01/07/19 23:10,21,Men,High school,Middle class,Ciudad de México,Iztapalapa 09007,11dec2018,Good,,,5.0,250.0,Stranger,17.0,30.0,5.0
R_3EmXCm9ZuQumNuZ,19/02/19 22:21,19/02/19 22:25,18,Men,High school,Upper middle class,Baja California,Mexicali 02002,19-feb-19,Good,,,31.2,300.0,Friend,15.0,7.0,31.2
R_3EoK8umAwI6HNPS,22/03/19 23:42,22/03/19 23:46,31,Men,Bachelor,Middle class,México,Coacalco de Berriozábal 15020,18-mar-19,Good,,,13.0,300.0,Acquaintance,19.0,10.0,13.0
R_3EtFgor04e9ZbSf,13/03/19 22:15,13/03/19 22:20,23,Men,Bachelor,Lower middle class,Ciudad de México,Iztapalapa 09007,09-mar-19,Bad,6.0,100.0,,,Acquaintance,14.0,20.0,14.0
R_3EteUidsYVBHMX6,12/04/19 07:22,12/04/19 07:29,37,Men,High school,Lower middle class,Zacatecas,Fresnillo 32010,,Bad,50.0,150.0,,,Stranger,18.0,25.0,50.0
R_3EtnjmnvwNi1JBW,23/04/19 19:32,23/04/19 19:47,23,Women,Bachelor,Middle class,Michoacán,Huetamo 16038,,Bad,30.0,100.0,,,Stranger,22.0,90.0,20.0
R_3EvhMoUU7QOOe4X,20/04/19 14:35,20/04/19 14:37,19,Men,High school,Middle class,Tamaulipas,Tampico 28038,17apr2019,Bad,1.0,15.0,,,Stranger,18.0,365.0,1.0
R_3ExSZcXlrpIO24R,30/08/19 17:50,30/08/19 17:55,27,Men,High school,Middle class,Jalisco,Zapopan 14120,30aug2019,Good,,,250.0,350.0,Acquaintance,16.0,30.0,250.0
R_3EzMkq0VLGnfU7o,29/06/19 01:14,29/06/19 01:20,27,Men,Bachelor,Middle class,Nuevo León,Guadalupe 19026,20-jun-19,Bad,4.0,50.0,,,Stranger,18.0,10.0,5.0
R_3EzoE50wpYnGr1w,19/02/19 18:59,19/02/19 19:02,21,Men,High school,Middle class,Puebla,Puebla 21114,18-feb-19,Good,,,14.0,500.0,Acquaintance,16.0,8.0,20.0
R_3F29R9I36YGfcQG,22/03/19 11:31,22/03/19 11:36,29,Men,Bachelor,Lower middle class,Yucatán,Mérida 31050,01-mar-19,Good,,,7.0,200.0,Stranger,28.0,15.0,2.0
R_3F366UJsUWTN6jn,01/03/19 20:49,01/03/19 20:52,42,Men,Bachelor,Middle class,Quintana Roo,Benito Juárez 23005,26-feb-19,Good,,,28.0,2000.0,Stranger,21.0,20.0,28.0
R_3F37iTpY9sBttZU,22/03/19 13:13,22/03/19 13:16,22,Men,Bachelor,Upper middle class,Yucatán,Mérida 31050,21-mar-19,Good,,,3.0,170.0,Acquaintance,18.0,15.0,5.0
R_3F400rtGNsZDeSf,22/02/19 15:33,22/02/19 15:35,39,Men,Graduate,Middle class,Ciudad de México,Benito Juárez 09014,09-feb-19,Good,,,15.0,200.0,Stranger,20.0,,
R_3F4ehT4z424icmS,21/03/19 19:13,21/03/19 19:17,21,Men,Bachelor,Upper middle class,Tabasco,Paraíso 27014,21-mar-19,Good,,,14.0,450.0,Acquaintance,16.0,7.0,14.0
R_3F55az5MGFXQwro,23/03/19 16:08,23/03/19 16:10,22,Men,High school,Middle class,Jalisco,Zapopan 14120,18-mar-19,Good,,,28.0,600.0,Friend,16.0,10.0,28.0
R_3F59ap2OkT42aCM,30/03/19 02:21,30/03/19 02:27,18,Men,High school,Lower middle class,Jalisco,La Huerta 14043,25-mar-19,Bad,33.0,55.0,,,Stranger,15.0,30.0,30.0
R_3F5tC4MWTkv6By4,22/03/19 20:12,22/03/19 20:13,23,Men,Bachelor,Middle class,Ciudad de México,Gustavo A. Madero 09005,,,,,,,,,,
R_3FK8L64W1BJaNow,01/07/19 19:01,01/07/19 19:06,18,Other,Graduate,Upper class,Baja California,Mexicali 02002,01-jul-19,Good,,,378.0,400.0,Acquaintance,12.0,2.0,300.0
R_3FKA75JO9a6Ydfi,20/02/19 22:00,20/02/19 22:07,19,Men,High school,Middle class,Ciudad de México,Cuauhtémoc 09015,,Good,,,10.0,100.0,Acquaintance,18.0,150.0,10.0
R_3FLQYF6eF5imIIG,29/06/19 09:13,29/06/19 09:19,27,Men,High school,Middle class,Nuevo León,García 19018,15-jun-19,Good,,,6.0,360.0,Acquaintance,16.0,20.0,6.0
R_3FLnDjZYR805tmc,21/02/19 10:59,21/02/19 11:00,30,Men,Bachelor,Middle class,Coahuila,Torreón 05035,,,,,,,,,,
R_3FOF3ClxGdYUO4v,22/03/19 13:59,22/03/19 14:02,26,Men,High school,Middle class,Quintana Roo,Benito Juárez 23005,21-mar-19,Good,,,9.0,200.0,Acquaintance,18.0,15.0,15.0
R_3FRMTi5vRApJrhQ,01/07/19 01:04,01/07/19 01:06,21,Men,Bachelor,Upper middle class,Michoacán,Morelia 16053,,,,,,,,,,
R_3FRR76qDcOJMu0y,25/08/19 23:11,25/08/19 23:17,21,Women,High school,Middle class,Baja California Sur,Los Cabos 03008,23aug2019,Bad,15.0,250.0,,,Stranger,13.0,14.0,15.0
R_3FUvelM9xa8zmyd,05/07/19 22:44,05/07/19 22:45,40,Women,Bachelor,Middle class,Ciudad de México,Benito Juárez 09014,,,,,,,,,,
R_3FWf7MxcKQe8D0s,20/02/19 19:24,20/02/19 19:28,20,Women,High school,Middle class,México,La Paz 15070,18-feb-19,Good,,,10.0,50.0,Stranger,18.0,2.0,10.0
R_3FWfFweqDiFHzIO,19/02/19 17:13,19/02/19 17:15,20,Men,Middle school,Lower class,Ciudad de México,Álvaro Obregón 09010,01apr2016,Bad,10.0,20.0,,,Stranger,18.0,180.0,10.0
R_3FWqJ2n1QjLM0DN,31/08/19 19:26,31/08/19 19:38,22,Men,High school,Middle class,Oaxaca,Oaxaca de Juárez 20067,27aug2019,Good,,,7.0,100.0,Acquaintance,22.0,30.0,5.0
R_3FX0cEuyrfIe0bP,21/03/19 21:49,21/03/19 21:51,18,Men,High school,Middle class,Ciudad de México,Álvaro Obregón 09010,11-mar-19,Bad,,,,,,,,
R_3FX1vvrzfuVnOXv,22/02/19 21:23,22/02/19 21:27,22,Men,Bachelor,Upper middle class,Baja California,Tijuana 02004,11-feb-19,Good,,,3.0,50.0,Acquaintance,18.0,14.0,13.0
R_3FXJr9PEzSMIsVv,26/03/19 18:44,26/03/19 18:47,30,Men,Bachelor,Upper middle class,México,Metepec 15054,22-mar-19,Good,,,10.0,400.0,Acquaintance,12.0,200.0,10.0
R_3FXqufgo7eKNXer,21/03/19 20:09,21/03/19 20:11,32,Men,Bachelor,Middle class,Ciudad de México,Gustavo A. Madero 09005,01-mar-19,Good,,,,,,,,
R_3G1UthoaBhjGrPH,30/08/19 17:33,30/08/19 17:36,19,Men,High school,Middle class,San Luis Potosí,San Luis Potosí 24028,02aug2019,Good,,,50.0,120.0,Stranger,16.0,45.0,20.0
R_3G1XcVNHlFVP6f6,21/03/19 19:36,21/03/19 19:40,30,Men,Bachelor,Upper middle class,Quintana Roo,Benito Juárez 23005,15-mar-19,Good,,,28.0,1400.0,Acquaintance,12.0,30.0,28.0
R_3G3M1bmalNLshVe,21/02/19 23:04,21/02/19 23:10,32,Men,Bachelor,Lower middle class,Ciudad de México,Coyoacán 09003,10-feb-19,Bad,20.0,100.0,,,Acquaintance,17.0,30.0,25.0
R_3G6VY2sPmPVa2nw,30/03/19 10:57,30/03/19 11:03,36,Men,Bachelor,Lower middle class,Querétaro,Querétaro 22014,27-mar-19,Good,,,14.0,300.0,Stranger,14.0,15.0,14.0
R_3G6W9NClIKvJqwW,27/02/19 20:11,27/02/19 20:14,19,Men,Middle school,Middle class,México,Cuautitlán Izcalli 15121,26-feb-19,Good,,,1.0,150.0,Stranger,14.0,10.0,10.0
R_3G8IqIuEUY6R6U0,18/08/19 00:00,18/08/19 00:05,19,Men,High school,Middle class,Querétaro,Querétaro 22014,16aug2019,Good,,,10.0,250.0,Acquaintance,17.0,1.0,10.0
R_3G8JFEkDhLUOsCl,22/03/19 11:58,22/03/19 12:02,29,Men,Graduate,Middle class,Ciudad de México,Gustavo A. Madero 09005,27-feb-19,Good,,,25.0,350.0,Stranger,15.0,20.0,40.0
R_3G8pdYm2XjfVnwD,19/02/19 23:41,19/02/19 23:45,27,Women,Bachelor,Middle class,Puebla,Puebla 21114,19-feb-19,,,,,,,,,
R_3GB2aNJppTaBhHR,12/04/19 16:25,12/04/19 16:35,25,Men,High school,Lower middle class,Sonora,Guaymas 26029,,Good,,,3.0,50.0,Stranger,11.0,1.0,4.0
R_3GBvqgxPBUhjtuC,22/02/19 12:59,22/02/19 13:00,16,,,,,,,,,,,,,,,
R_3GBxDeCDnDKisD0,23/03/19 19:43,23/03/19 19:44,30,Other,Bachelor,Middle class,Nuevo León,San Nicolás de los Garza 19046,,,,,,,,,,
R_3GCmWOxY51XRsBN,21/04/19 13:46,21/04/19 13:49,18,Women,High school,Upper middle class,Puebla,Puebla 21114,01apr2019,Good,,,,,,,,
R_3GCy0IOVHRVF0wj,28/03/19 13:15,28/03/19 13:21,18,Men,High school,Middle class,México,Toluca 15106,21-mar-19,Bad,5.0,50.0,,,Family,18.0,20.0,5.0
R_3GDk75wO1szWlzU,28/03/19 22:58,28/03/19 23:01,21,Women,Bachelor,Middle class,Ciudad de México,Gustavo A. Madero 09005,26-mar-19,Good,,,,50.0,Acquaintance,18.0,2.0,30.0
R_3GE9y7ceMrGLJgp,26/04/19 19:14,26/04/19 19:16,60,Men,Bachelor,Middle class,Ciudad de México,Coyoacán 09003,,,,,,,,,,
R_3GcUFaWm3QJpZTw,30/08/19 16:22,30/08/19 16:27,24,Men,Bachelor,Upper middle class,Chihuahua,Chihuahua 08019,24aug2019,Good,,,6.0,500.0,Friend,16.0,14.0,15.0
R_3GdOnk3SMKHtkhb,19/02/19 17:59,19/02/19 18:03,23,Men,High school,Middle class,Veracruz,Veracruz 30193,17-feb-19,Good,,,32.0,1100.0,Friend,18.0,20.0,32.0
R_3Gdp7jgfdnIkfy1,23/03/19 20:23,23/03/19 20:27,20,Men,High school,Middle class,Nuevo León,Monterrey 19039,02-mar-19,Good,,,7.0,100.0,Friend,14.0,15.0,5.0
R_3GePufl6KEy4YYd,22/03/19 13:35,22/03/19 13:41,23,Men,Bachelor,Middle class,Jalisco,Lagos de Moreno 14053,17-mar-19,Good,,,4.0,200.0,Acquaintance,19.0,20.0,4.0
R_3GetsKmJe4SSTFA,01/07/19 23:35,01/07/19 23:37,20,Men,High school,Middle class,Ciudad de México,Venustiano Carranza 09017,,,,,,,,,,
R_3GexiKWbudGP5zM,21/03/19 19:36,21/03/19 19:39,22,Men,High school,Middle class,Tlaxcala,Apizaco 29005,06-mar-19,Bad,75.0,200.0,,,Stranger,16.0,10.0,10.0
R_3GfcG7AXHIxjEK9,27/03/19 19:44,27/03/19 20:01,27,Men,High school,Middle class,Nayarit,Tepic 18017,06-mar-19,Good,,,500.0,500.0,Acquaintance,18.0,30.0,28.0
R_3GkVe0ENBBDbLPL,27/08/19 12:54,27/08/19 13:01,42,Men,Middle school,Middle class,Quintana Roo,Bacalar 23010,05aug2019,Good,,,15.0,600.0,Stranger,15.0,20.0,25.0
R_3Gka932Sh7n56EW,20/02/19 21:45,20/02/19 21:51,20,Men,High school,Middle class,Oaxaca,Oaxaca de Juárez 20067,19-feb-19,Good,,,50.0,50.0,Acquaintance,19.0,1.0,25.0
R_3GlefRLRUVu7b5Y,01/09/19 21:48,01/09/19 21:52,23,Men,Bachelor,Lower middle class,Ciudad de México,Gustavo A. Madero 09005,,,,,,,,,,
R_3Gm3ad9LApBTyVT,30/04/19 02:29,30/04/19 02:38,29,Men,Middle school,Lower middle class,Coahuila,Piedras Negras 05025,01apr2019,Bad,2.0,300.0,,,Stranger,18.0,7.0,500.0
R_3GpnMhGtlMeEwlw,19/02/19 19:49,19/02/19 19:50,24,Men,Bachelor,Upper middle class,Baja California,Mexicali 02002,,,,,,,,,,
R_3GqzGVqnQtJAKl2,19/02/19 20:36,19/02/19 20:41,29,Men,Bachelor,Lower middle class,Ciudad de México,Cuauhtémoc 09015,01-feb-19,Good,,,1.0,50.0,Acquaintance,23.0,4.0,4.0
R_3GrzxSy1HPS2ZFx,01/05/19 16:30,01/05/19 16:33,22,,,,,,,,,,,,,,,
R_3Gs0YGhfSeVki65,04/09/19 21:10,04/09/19 21:13,24,Women,Bachelor,Lower middle class,Tamaulipas,Matamoros 28022,04-sep-19,Bad,1.0,10.0,,,Stranger,20.0,4.0,3.0
R_3Gwwy7gGqPsBzmH,20/02/19 09:38,20/02/19 09:40,18,Women,High school,Middle class,Morelos,Cuernavaca 17007,14-feb-19,Good,,,,,,,,
R_3GxGV2iTmH0mBlN,19/02/19 17:46,19/02/19 17:48,24,Men,High school,Middle class,Nuevo León,Monterrey 19039,,,,,,,,,,
R_3GxGjpCV5uucZYO,22/03/19 19:57,22/03/19 20:00,21,Men,Bachelor,Middle class,Veracruz,Papantla 30124,07-mar-19,Good,,,10.0,50.0,Friend,15.0,4.0,30.0
R_3GxhXy7vtEYuQWh,26/08/19 20:30,26/08/19 20:33,32,Men,Elementary school,Middle class,Ciudad de México,Iztapalapa 09007,23aug2019,Good,,,5.0,500.0,Acquaintance,15.0,3.0,5.0
R_3GxrX9Y9bMpAHET,26/08/19 22:03,26/08/19 22:09,34,Men,Bachelor,Middle class,Michoacán,Los Reyes 16075,16aug2019,Bad,80.0,240.0,,,Stranger,20.0,15.0,40.0
R_3Gy8Ll0KtmmTiNa,21/03/19 23:39,21/03/19 23:40,21,Men,High school,Middle class,Yucatán,Mérida 31050,,,,,,,,,,
R_3HB5ECxthEzlGyA,21/03/19 20:19,21/03/19 20:24,19,Women,High school,Upper middle class,Querétaro,Querétaro 22014,09-mar-19,Good,,,25.0,900.0,Acquaintance,15.0,15.0,26.0
R_3HBsNsF7ZHT83iq,25/08/19 22:58,25/08/19 23:02,27,Men,Bachelor,Upper middle class,Tamaulipas,Matamoros 28022,20dec2018,Bad,5.0,30.0,,,Stranger,19.0,90.0,5.0
R_3HCg1JpJZ5JVQss,20/02/19 10:23,20/02/19 10:27,28,Men,High school,Middle class,Ciudad de México,Álvaro Obregón 09010,15-feb-19,Good,,,,,,,,
R_3HFdoOeF5OeMYeQ,19/02/19 17:45,19/02/19 17:49,34,Men,Bachelor,Upper middle class,Tamaulipas,Matamoros 28022,02-feb-19,Good,,,30.0,90.0,Stranger,15.0,15.0,10.0
R_3HG04bYJgj2ZLB3,19/02/19 18:21,19/02/19 18:25,18,Men,High school,Middle class,Chihuahua,Chihuahua 08019,10-feb-19,Bad,,,,,,,,
R_3HIf2GoBGgooctw,19/02/19 20:01,19/02/19 20:04,26,Women,Bachelor,Middle class,Ciudad de México,Cuauhtémoc 09015,14-feb-19,Good,,,14.0,500.0,Acquaintance,16.0,2.0,28.0
R_3HLjpbosSk2PiMp,19/02/19 17:25,19/02/19 17:28,22,Women,Bachelor,Middle class,Puebla,Atlixco 21019,19-feb-19,Bad,,,,,,,,
R_3HMRtwSs3vngwlr,28/03/19 11:36,28/03/19 11:39,25,Women,High school,Middle class,Ciudad de México,Álvaro Obregón 09010,15-mar-19,Bad,20.0,70.0,,,Acquaintance,20.0,30.0,30.0
R_3HNZKDNkxJEca90,22/03/19 01:15,22/03/19 01:18,20,Men,High school,Middle class,,,,,,,,,,,,
R_3HOEEIACK2NjBoi,26/02/19 19:48,26/02/19 19:53,45,Men,Graduate,Upper middle class,Coahuila,Saltillo 05030,21jan2019,Good,,,4.0,600.0,Acquaintance,20.0,10.0,4.0
R_3HOGzGdArUJcAzG,31/08/19 19:11,31/08/19 19:16,36,Women,High school,Middle class,,,,,,,,,,,,
R_3HRLRE2b3AzhxbJ,19/02/19 15:59,19/02/19 16:02,24,Men,Bachelor,Upper middle class,Ciudad de México,Benito Juárez 09014,01-feb-19,Bad,28.0,600.0,,,Acquaintance,19.0,30.0,28.0
R_3HRg1zDFYDMmBoR,21/03/19 19:04,21/03/19 19:12,20,Women,High school,Middle class,Michoacán,La Piedad 16069,11-mar-19,Good,,,5.0,60.0,Stranger,15.0,12.0,6.0
R_3HSR48VX8SV3bvb,31/08/19 08:24,31/08/19 08:28,40,Men,Bachelor,Middle class,Querétaro,Querétaro 22014,28aug2019,Good,,,14.0,300.0,Stranger,13.0,15.0,14.0
R_3HTE6loEfh4qlt2,30/08/19 18:17,30/08/19 18:20,26,Men,High school,Middle class,Sinaloa,Culiacán 25006,29aug2019,Good,,,2.0,100.0,Stranger,11.0,7.0,28.0
R_3HXQcCPQAWy0XQt,20/02/19 12:00,20/02/19 12:04,25,Men,Bachelor,Middle class,México,Tecámac 15081,01-feb-19,Good,,,25.0,350.0,Friend,22.0,8.0,250.0
R_3HXrd7WbdaiGYfv,25/04/19 00:18,25/04/19 00:20,29,Men,High school,Lower class,Morelos,Cuernavaca 17007,23apr2019,Good,,,10.0,600.0,Acquaintance,15.0,2.0,10.0
R_3HY6zc6NzlWGELY,01/07/19 17:55,01/07/19 18:01,21,Men,High school,Middle class,San Luis Potosí,San Luis Potosí 24028,07-jun-19,Good,,,1.0,50.0,Friend,17.0,30.0,3.0
R_3HZJzIbUpVzkFbs,10/04/19 23:10,10/04/19 23:14,34,Men,Bachelor,Lower middle class,Puebla,San Andrés Cholula 21119,01apr2019,Good,,,28.0,1100.0,Acquaintance,19.0,15.0,28.0
R_3HZmlu2gRTPhu4u,02/05/19 22:21,02/05/19 22:23,24,Men,Bachelor,Middle class,Colima,Colima 06002,13apr2019,Good,,,6.0,200.0,Acquaintance,15.0,20.0,6.0
